COD_INCIDENCIA,NUM_INTERVENCION,ORDEN_SERVICIO,NUMERO_PEDIDO,COD_TIPO,TIPO,COD_SINTOMA,SINTOMA,COD_DEPARTAMENTO,DEPARTAMENTO,COD_ESTADO,ESTADO,COD_PRIORIDAD,PRIORIDAD,ES_CITA,FECHA_INCIDENCIA,FECHA_ASIGNACION,HORA_ASIGNACION,FECHA_FIN_ASIG,HORA_FIN_ASIGNACION,FECHA_FINALIZACION,COD_CLIENTE,CLIENTE,CIF,COD_AGENTE,NOMBRE_AGENTE,COD_SEDE,SEDE,DIRECCION_SEDE,LOCALIDAD_SEDE,CP_SEDE,PROVINCIA_SEDE,COD_RESPONSABLE,RESPONSABLE,COD_TECNICO,NOMBRE_TECNICO,CODIGOS_PERSONAL,NOMBRES_PERSONAL,TIPO_MANTENIMIENTO,VINCULADO_OBRA,VINCULADO_MANTENIMIENTO,AREALIZAR,NOTAS_INTERNAS,NOTAS_AVISO,A_REALIZAR,REALIZADO,REQ_INFORME,OBS_INFORME,REQ_PRESUPUESTO,OBS_PRESUPUESTO,DURACION_PLANIFICADA
13003,2026-04968,S/26/99003,,12,Obra,0,,10,Departamento de Ingeniería,1,Sin Asignar,3,No Urgente,NO,2026-03-04T13:38:00,,00:00,,00:00,,464,COSTA JOVEN ESPAÑA S.A.,ESX11000004,130,ADM-CARMEN LOPEZ FERNANDEZ,2413,501 CORD-CC EL OLIVO,C/ DE LAS FLORES 5,CÓRDOBA,14011,Córdoba,151,ING-FRANCISCO PAREJO LUNA,141,OFT-ANTONIO VEGA RAMOS,,,,SI,NO,S/26/99003 - 5212 Pull CC La Sierra PI 2026 - COSTA JOVEN ESPAÑA S.A.,,,S/26/99003 - 5212 Pull CC La Sierra PI 2026 - COSTA JOVEN ESPAÑA S.A.,,NO,,NO,,00:00
13002,2026-04967,106701,,2,Accion Correctiva,0,,5,SAT MALAGA,2,Asignado,3,No Urgente,NO,2026-03-04T13:14:00,2026-03-13,08:00,2026-03-13,09:00,,239,GESTIONA FACILITY SERVICES SL,ESX11000007,130,ADM-CARMEN LOPEZ FERNANDEZ,2708,"105 TORRE-CC AXARQUIA AVENIDA ANDALUCÍA ESQUINA CALLE SAN MARTÍN S/N, 29740 TORRE DEL MAR (MÁLAGA) ESPAÑA","AVDA. PRINCIPAL S/N, 29740 TORRE DEL MAR (MÁLAGA)",TORRE DEL MAR,29740,Málaga,161,OFT-DAVID SANCHEZ ORTEGA,1,ADM-ADMINISTRADOR,2,SAT,,NO,NO,Servicio  preventivo #106701 Julieta Torre del Mar,,,Servicio  preventivo #106701 Julieta Torre del Mar,,NO,,NO,,00:00
13001,2026-04966,106700,,2,Accion Correctiva,0,,5,SAT MALAGA,2,Asignado,3,No Urgente,NO,2026-03-12T13:13:00,2026-03-12,11:00,2026-03-12,12:00,,239,GESTIONA FACILITY SERVICES SL,ESX11000007,0,,3298,CAFES LITORAL MALAGA - CENTRO HISTORICO,C/ DEL PUERTO 20,Malaga,29005,Málaga,161,OFT-DAVID SANCHEZ ORTEGA,126,MAL-CARLOS NAVARRO RIOS,2,SAT,,NO,NO,Servicio preventivo #106700 Julieta Puerta del Mar,,,Servicio preventivo #106700 Julieta Puerta del Mar,,NO,,NO,,00:00
13000,2026-04965,106699,,2,Accion Correctiva,0,,5,SAT MALAGA,2,Asignado,3,No Urgente,NO,2026-03-04T13:12:00,2026-03-12,10:00,2026-03-12,11:00,,239,GESTIONA FACILITY SERVICES SL,ESX11000007,0,,3297,CAFES LITORAL MALAGA - CENTRO ARTE,C/ MUSEO 8,Malaga,29015,Málaga,161,OFT-DAVID SANCHEZ ORTEGA,126,MAL-CARLOS NAVARRO RIOS,2,SAT,,NO,NO,Servicio preventivo #106699 Julieta Museo Picasso,,,Servicio preventivo #106699 Julieta Museo Picasso,,NO,,NO,,00:00
12999,2026-04964,106698,,2,Accion Correctiva,0,,5,SAT MALAGA,2,Asignado,3,No Urgente,NO,2026-03-04T13:11:00,2026-03-12,09:00,2026-03-12,10:00,,239,GESTIONA FACILITY SERVICES SL,ESX11000007,0,,3296,CAFES LITORAL MALAGA - HOTEL COSTA,C/ ALAMEDA 5,Malaga,29001,Málaga,161,OFT-DAVID SANCHEZ ORTEGA,126,MAL-CARLOS NAVARRO RIOS,2,SAT,,NO,NO,Servicio preventivo #106698 Julieta Hotel Soho,,,Servicio preventivo #106698 Julieta Hotel Soho,,NO,,NO,,00:00
12998,2026-04963,106697,,2,Accion Correctiva,0,,5,SAT MALAGA,2,Asignado,3,No Urgente,NO,2026-03-04T13:10:00,2026-03-12,08:00,2026-03-12,09:00,,239,GESTIONA FACILITY SERVICES SL,ESX11000007,0,,3295,CAFES LITORAL MALAGA - CC CENTRO,"CC CENTRO, LOCAL A805 AVDA. PRINCIPAL S/N",Malaga,29005,Málaga,161,OFT-DAVID SANCHEZ ORTEGA,126,MAL-CARLOS NAVARRO RIOS,2,SAT,,NO,NO,Servicio preventivo #106697 Café Litoral CC Centro Málaga,,,Servicio preventivo #106697 Café Litoral CC Centro Málaga,,NO,,NO,,00:00
12997,2026-04962,90000008,,2,Accion Correctiva,0,,5,SAT MALAGA,7,Albaranado,3,No Urgente,NO,2026-03-04T12:48:00,2026-03-04,05:00,2026-03-04,06:00,2026-03-05T09:10:58,591,"MODA SUR, S.A.",ESX11000001,130,ADM-CARMEN LOPEZ FERNANDEZ,2325,202 MARB-EL PINAR,C/ LOS PINOS,MARBELLA,29600,Málaga,133,OFT-SERGIO TORRES REYES,158,MAL-IVAN PEREZ GALLARDO,,,,NO,NO,Nº Pedido 90000008 WR000900007 Es imposible estar en la zona de caja de caballero hace muchísimo frio,[C],[COMPLETO],Nº Pedido 90000008 WR000900007 Es imposible estar en la zona de caja de caballero hace muchísimo frio,"Se acude a tienda por incidencia de disconfort térmico en sala de ventas. A la llegada se realiza comprobación de la temperatura ambiente en diferentes zonas de la tienda para contrastar con los valores registrados en el sistema de control de climatización.

Durante la intervención se revisa el control del sistema y parámetros configurados en el controlador, verificando el funcionamiento de las sondas de temperatura y las consignas activas del equipo. Se detecta que la temperatura de consigna configurada no se ajusta a las condiciones reales de funcionamiento de la instalación, provocando un control incorrecto de la climatización.

Se procede a realizar ajuste de la temperatura de consigna en el sistema de control, así como verificación de los parámetros de regulación asociados para asegurar un funcionamiento estable del equipo. Tras la modificación se realizan pruebas de funcionamiento y seguimiento del sistema, comprobando la correcta respuesta de los equipos y la estabilización progresiva de la temperatura en la zona de ventas.

La instalación queda funcionando correctamente y dentro de parámetros normales de confort tras los ajustes realizados.",NO,,NO,,02:00
12996,2026-04961,#106858,,2,Accion Correctiva,0,,7,SAT ALMERIA,2,Asignado,3,No Urgente,NO,2026-03-04T12:00:00,2026-03-04,13:00,2026-03-04,14:30,,239,GESTIONA FACILITY SERVICES SL,ESX11000007,0,,2965,DEPORTES CC LEVANTE ROQUETAS,"C/ MEDITERRANEO S/N, CC LEVANTE L-43",Roquetas de Mar,04740,Almería,161,OFT-DAVID SANCHEZ ORTEGA,108,ALM-DIEGO MOLINA BRAVO,,,,NO,NO,"Visita técnica para diagnóstico.
Revisión equipo para elaboración de presupuesto.",,Detallar el problema.,"Visita técnica para diagnóstico.
Revisión equipo para elaboración de presupuesto.",recuperador fuera de servicio se comprueba si le llega alimentación y no llegaba al recuperador tras las comprobaciones sigo el cableado y en el cuadro tiene un temporizador que estaba en la posición cero y por eso no llegaba alimentación se pone en funcionamiento y se queda funcionando correctamente ,NO,,NO,,00:00
12995,2026-04960,PTE,,2,Accion Correctiva,0,,11,SAT CADIZ,5,Finalizado,3,No Urgente,NO,2026-03-04T10:27:00,2026-03-05,01:00,2026-03-05,02:00,2026-03-05T16:11:41,607,"IBERIA BUILDING SERVICES, SLU",ESX11000008,152,ADM-RAFAEL MORALES JIMENEZ,3132,SABORES DEL SUR CADIZ - CONIL,C/ DEL RIO 15,Conil de la Frontera,11140,Cádiz,147,OFT-PABLO HERRERA MOLINA,180,CAD-MANUEL HIDALGO VERA,,,,NO,NO,"hemos tenido un problema con el aire, soltaba agua y ha creado humedad en la pared y necesitamos reparar también esta fuga",,,"hemos tenido un problema con el aire, soltaba agua y ha creado humedad en la pared y necesitamos reparar también esta fuga","se desmonta malla situada en la fachada donde se encuentra ubicadas la unidades exteriores,se abre hueco por debajo de dichas unidades para poder ver donde acaban los condensados ,se observa tiene instalado una bomba de condensador para llevar el agua producida por las máquinas a un tubo de desagüe,se comprueban dicha bomba forzándola a evacuar bastantes litros de agua y funciona correctamente y no se observa ninguna fuga de agua por ningún sitio así q se descarta q se problemas con la instalación de los equipos de climatizacion.",NO,,NO,,00:00
12994,2026-04959,90000009,,2,Accion Correctiva,0,,16,SAT SEVILLA/HUELVA,555,No facturar,3,No Urgente,NO,2026-03-04T10:06:00,2026-03-04,01:00,2026-03-04,03:00,2026-03-04T16:05:41,464,COSTA JOVEN ESPAÑA S.A.,ESX11000004,152,ADM-RAFAEL MORALES JIMENEZ,2385,305 SEV-CC PONIENTE,AVDA. DE LOS NARANJOS,SEVILLA,41014,Sevilla,147,OFT-PABLO HERRERA MOLINA,164,SEV-MARCOS GUTIERREZ CANO,,,,NO,NO,WR000900008 Hace frio en la zona de ventas.,,,WR000900008 Hace frio en la zona de ventas.,solucionado por telefono,NO,,NO,,00:00
12993,2026-04958,PTE,,2,Accion Correctiva,0,,5,SAT MALAGA,2,Asignado,3,No Urgente,NO,2026-03-04T09:08:00,2026-03-04,01:00,2026-03-04,02:00,,530,"RITMO MODA ESPAÑA,S.A.",ESX11000005,130,ADM-CARMEN LOPEZ FERNANDEZ,2257,104 MAL-CC CENTRO,CC CENTRO C/ PRINCIPAL 3,MÁLAGA,29004,Málaga,161,OFT-DAVID SANCHEZ ORTEGA,126,MAL-CARLOS NAVARRO RIOS,,,,NO,NO,"ECO900002 Hemos detectado que la sonda UI-1.1, UI-1.2, UI-2.0, UI-3.1, UI-3.2, UI-4.1, UI-4.2 y SI-01 está arrojando valores erróneos:",,,"ECO900002 Hemos detectado que la sonda UI-1.1, UI-1.2, UI-2.0, UI-3.1, UI-3.2, UI-4.1, UI-4.2 y SI-01 está arrojando valores erróneos:",,NO,,NO,,00:00
12992,2026-04957,S/26/99004 - SOL 90000001 Actu,,38,Presupuesto,0,,14,SAT JAEN/CORDOBA,2,Asignado,3,No Urgente,NO,2026-03-04T01:49:00,2026-03-12,08:00,2026-03-12,10:00,,591,"MODA SUR, S.A.",ESX11000001,130,ADM-CARMEN LOPEZ FERNANDEZ,2320,502 CORD-CC OLIVOS,"AVDA. DE LOS OLIVOS S/N,",CÓRDOBA,14010,Córdoba,147,OFT-PABLO HERRERA MOLINA,146,COR-PEDRO IGLESIAS MONTES,,,,NO,NO,"- Actuador de la compuerta freecooling.
- 1 [ES] ENCARGO DE SERVICIO
ENCARGO DE SERVICIOS
Nº PEDIDO: pte. solicitud
FECHA PEDIDO: 11/02/2026
CENTRO COMPRAS: SSGG ESPAÑA
CADENA: MODA SUR S.A.
TIENDA: 12897 –  CC OLIVOS CÓRDOBA
ID ARTICULO: 150205139


INCIDENCIA:
De la mano del servicio técnico de Keyter y de Jaime Ortiz se comprueba que la unidad KEYTER KCR5135INR4W que da servicio a ventas señora de la planta baja tiene una avería.


DIAGNOSTICO:
Actuador de la compuerta freecooling de la unidad KEYTER KCR5135INR4W averiado.

SOLUCION:
Sustitución del actuador. 
Puesta en marcha y comprobación de funcionamiento. 


*Validez de la oferta sujeta a modificación sin previo aviso: 15 días, excepto precios de productos que puedan varían según cotización (como refrigerantes, cobre, soldadura, etc.).

Todas las reparaciones están garantizadas por tres meses, en las condiciones especificadas según Real Decreto 58/1988 ART 6.2 La garantía que otorgue el servicio de asistencia técnica al respecto tendrá un período de validez mínimo de tres meses.

- 1 [OC19140(1)] N10010 - Actuador compuerta 10 Nm 24 V, 0 - 10 V
- 2 [MOD24] MOD24
DIURNA
€/hora - desplazamiento incluido
",,"Nº Ppto. Odoo: S/26/99004 - SOL 90000001 Actuador de la compuerta freecooling. - MODA SUR, S.A.
Ref. Ppto. Odoo: S/26/99004
Comercial: SERGIO TORRES REYES
","- Actuador de la compuerta freecooling.
- 1 [ES] ENCARGO DE SERVICIO
ENCARGO DE SERVICIOS
Nº PEDIDO: pte. solicitud
FECHA PEDIDO: 11/02/2026
CENTRO COMPRAS: SSGG ESPAÑA
CADENA: MODA SUR S.A.
TIENDA: 12897 –  CC OLIVOS CÓRDOBA
ID ARTICULO: 150205139


INCIDENCIA:
De la mano del servicio técnico de Keyter y de Jaime Ortiz se comprueba que la unidad KEYTER KCR5135INR4W que da servicio a ventas señora de la planta baja tiene una avería.


DIAGNOSTICO:
Actuador de la compuerta freecooling de la unidad KEYTER KCR5135INR4W averiado.

SOLUCION:
Sustitución del actuador. 
Puesta en marcha y comprobación de funcionamiento. 


*Validez de la oferta sujeta a modificación sin previo aviso: 15 días, excepto precios de productos que puedan varían según cotización (como refrigerantes, cobre, soldadura, etc.).

Todas las reparaciones están garantizadas por tres meses, en las condiciones especificadas según Real Decreto 58/1988 ART 6.2 La garantía que otorgue el servicio de asistencia técnica al respecto tendrá un período de validez mínimo de tres meses.

- 1 [OC19140(1)] N10010 - Actuador compuerta 10 Nm 24 V, 0 - 10 V
- 2 [MOD24] MOD24
DIURNA
€/hora - desplazamiento incluido
",,NO,,NO,,02:00
12991,2026-04956,16316787,,2,Accion Correctiva,0,,0,,555,No facturar,3,No Urgente,NO,2026-03-03T19:30:00,2026-03-03,19:30,2026-03-03,20:30,2026-03-04T16:05:41,100,NOVA URBAN ESPAÑA SA,ESX11000003,152,ADM-RAFAEL MORALES JIMENEZ,2544,304 SEV-CC EL MIRADOR,"CC EL MIRADOR, AVDA. PRINCIPAL S/N",SEVILLA,41007,Sevilla,164,SEV-MARCOS GUTIERREZ CANO,164,SEV-MARCOS GUTIERREZ CANO,,,,NO,NO,"Nº Pedido 16316787 INC000026062893 WR000980633 Hola, seguimos teniendo problemas con el aire acondicionado y hace mucha calor en la tienda, hemos revisado en la temperatura fuera de la tienda y está correcta. Por favor podéis revisarla??? Gracias 
",solucionado por teléfono,,"Nº Pedido 16316787 INC000026062893 WR000980633 Hola, seguimos teniendo problemas con el aire acondicionado y hace mucha calor en la tienda, hemos revisado en la temperatura fuera de la tienda y está correcta. Por favor podéis revisarla??? Gracias 
","Se contacta con tienda y con ClimaControl. Revisando la gráfica del sistema se observa que el centro comercial no está aportando agua fría al circuito de climatización.

Se llama a seguridad del centro y nos indican que tienen avería en las enfriadoras, por lo que ahora mismo no están produciendo agua fría. Nos comentan que están trabajando en la reparación y que en principio lo solucionarán en breve.

Se informa a encargada de tienda de la situación y que el problema viene del sistema central del centro comercial.

Se deja la instalación en observación y pendiente de comprobar mañana si el centro restablece el suministro de agua fría y vuelve a funcionar la climatización con normalidad.",NO,,NO,,02:00
12990,2026-04955,S/26/00098 - Limpieza de drena,,38,Presupuesto,0,,16,SAT SEVILLA/HUELVA,2,Asignado,3,No Urgente,NO,2026-03-03T16:11:00,2026-03-19,07:00,2026-03-19,15:00,,239,GESTIONA FACILITY SERVICES SL,ESX11000007,152,ADM-RAFAEL MORALES JIMENEZ,2737,12250-57-ASISA DENTAL  CALLE C/ RASCON 20 ESQ CON BOCAS  HUELVA,C/ C/ RASCON 20 ESQ CON BOCAS,HUELVA,21001,Huelva,147,OFT-PABLO HERRERA MOLINA,142,SEV-ALEJANDRO DURAN SALAS,,,,NO,NO,"- 1 [ES] ENCARGO DE SERVICIO
ENCARGO DE SERVICIOS
FECHA PEDIDO: 04/02/2026
CADENA: GESTIONA
TIENDA: ASISA DENTAL Huelva C/Rascon

TAREAS A REALIZAR:
Limpieza de bandejas de condensados y bomba de condensados en 10 unidades tipo cassette y 2 unidades interiores de conducto, comprobando que funcionan correctamente, en caso de que alguna bomba de condensados presente alguna anomalía, o se detecte algún desagüe mal instalado se presupuestará aparte.



*Validez de la oferta sujeta a modificación sin previo aviso: 15 días, excepto precios de productos que puedan varían según cotización (como refrigerantes, cobre, soldadura, etc.).

Todas las reparaciones están garantizadas por tres meses, en las condiciones especificadas según Real Decreto 58/1988 ART 6.2 La garantía que otorgue el servicio de asistencia técnica al respecto tendrá un período de validez mínimo de tres meses.

- 1 [LIQ.DRENJ5] LIQUIDO LIMPIEZA DRENAJES 5 litros
- 24 [MO001] MO001
MANO DE OBRA OFICIAL HORARIO LABORAL
- 24 [MO004] MO004
MANO DE OBRA AYUDANTE EN HORARIO LABORAL 
- 3 [DESPLAZAMIENTO] DESPLAZAMIENTO
 DESPLAZAMIENTO DE NUESTRO(S) OPERARIO(S).
",,"Nº Ppto. Odoo: S/26/00098 - Limpieza de drenaje bombas de condesados y bandejas equipo Asisa dental Huelva, calle rascon 20 - GESTIONA FACILITY SERVICES SL
Ref. Ppto. Odoo: S/26/00098
Comercial: PABLO HERRERA MOLINA
","- 1 [ES] ENCARGO DE SERVICIO
ENCARGO DE SERVICIOS
FECHA PEDIDO: 04/02/2026
CADENA: GESTIONA
TIENDA: ASISA DENTAL Huelva C/Rascon

TAREAS A REALIZAR:
Limpieza de bandejas de condensados y bomba de condensados en 10 unidades tipo cassette y 2 unidades interiores de conducto, comprobando que funcionan correctamente, en caso de que alguna bomba de condensados presente alguna anomalía, o se detecte algún desagüe mal instalado se presupuestará aparte.



*Validez de la oferta sujeta a modificación sin previo aviso: 15 días, excepto precios de productos que puedan varían según cotización (como refrigerantes, cobre, soldadura, etc.).

Todas las reparaciones están garantizadas por tres meses, en las condiciones especificadas según Real Decreto 58/1988 ART 6.2 La garantía que otorgue el servicio de asistencia técnica al respecto tendrá un período de validez mínimo de tres meses.

- 1 [LIQ.DRENJ5] LIQUIDO LIMPIEZA DRENAJES 5 litros
- 24 [MO001] MO001
MANO DE OBRA OFICIAL HORARIO LABORAL
- 24 [MO004] MO004
MANO DE OBRA AYUDANTE EN HORARIO LABORAL 
- 3 [DESPLAZAMIENTO] DESPLAZAMIENTO
 DESPLAZAMIENTO DE NUESTRO(S) OPERARIO(S).
",,NO,,NO,,24:00
12989,2026-04954,PTE,,2,Accion Correctiva,0,,13,SAT GRANADA,2,Asignado,3,No Urgente,NO,2026-03-03T15:11:00,2026-03-10,01:30,2026-03-10,02:30,,530,"RITMO MODA ESPAÑA,S.A.",ESX11000005,162,ALM-ANDRES RIVAS TRUJILLO,2250,2718-GRA-RECOGIDAS,C/		RECOGIDAS	14,GRANADA,18002,Granada,161,OFT-DAVID SANCHEZ ORTEGA,114,GRA-JOAQUIN LARA MEDINA,,,,NO,NO,ECO429025 Hemos detectado que la sonda VOC-01 y VOC-02 está arrojando valores erróneos:,,,ECO429025 Hemos detectado que la sonda VOC-01 y VOC-02 está arrojando valores erróneos:,,NO,,NO,,00:00
12988,2026-04953,PTE,,2,Accion Correctiva,0,,13,SAT GRANADA,7,Albaranado,1,Urgente,NO,2026-03-03T13:45:00,2026-03-03,15:00,2026-03-03,16:00,2026-03-04T14:29:18,592,"MODA SUR HOME, S.A",ESX11000009,162,ALM-ANDRES RIVAS TRUJILLO,2510,702 GRA-CC VEGA,"CC VEGA COMERCIAL, AVDA. PRINCIPAL S/N",ARMILLA,18100,Granada,161,OFT-DAVID SANCHEZ ORTEGA,114,GRA-JOAQUIN LARA MEDINA,2,SAT,,NO,NO,pedido nº 16294527 - ECO426184 - Fallo en encendido automático de luces y aire tras revisión de climatización,,,pedido nº 16294527 - ECO426184 - Fallo en encendido automático de luces y aire tras revisión de climatización,"Se asiste a tienda para revisión de la instalación. A la llegada se comprueba que la fecha y hora del PLC estaban desconfiguradas, lo que estaba provocando que la programación de climatización e iluminación no funcionara correctamente.

Se accede al controlador y se procede a corregir los parámetros de fecha y hora, revisando posteriormente la programación del sistema para comprobar que los horarios de funcionamiento quedan correctos.

Una vez realizado el ajuste, se realizan pruebas de funcionamiento y se vuelve a dejar la instalación en modo automático, quedando clima e iluminación funcionando con normalidad.",NO,,NO,,00:00
12987,2026-04952,S/26/00007 - Sustitución Módul,,38,Presupuesto,0,,11,SAT CADIZ,2,Asignado,3,No Urgente,NO,2026-03-03T14:15:00,2026-03-24,07:00,2026-03-24,11:00,,591,"MODA SUR, S.A.",ESX11000001,152,ADM-RAFAEL MORALES JIMENEZ,2324,90001-S.FERN-BAHIA SUR  OUTLET MALL,CENTRO COMERCIAL BAHÍA SUR,SAN FERNANDO,11100,Cádiz,147,OFT-PABLO HERRERA MOLINA,182,CAD-FERNANDO MARQUEZ PENA,,,,NO,NO,"- 1 [ES] ENCARGO DE SERVICIO
ENCARGO DE SERVICIOS
Nº PEDIDO: pte. solicitud
FECHA PEDIDO: 05/01/2026
CENTRO COMPRAS: SSGG ESPAÑA
CADENA: MODA SUR SA
TIENDA: 90001 Outlet Mall CC Bahia Sur
ID ARTICULO: 150205134


INCIDENCIA:
Durante visita preventiva se ha observado una serie de lecturas erróneas de sondas y cortes de comunicación de varios dispositivos.


DIAGNOSTICO:
Después de conversación con ECOMT nos indican que el modulo 13A1 del PLC esta defectuoso.


SOLUCION:
Sustitución modulo 13A1 dejando en servicio, junto a asistencia remota con ECOMT para dejar todo configurado.


NOTA IMPORTANTE:
El presente presupuesto se emite con carácter estimativo y no cerrado, quedando condicionado a la evolución y alcance real de los trabajos una vez iniciados. Cualquier ampliación de tiempo, medios o actuaciones necesarias no contempladas inicialmente será objeto de valoración adicional y se incorporará al presupuesto final.


*Validez de la oferta sujeta a modificación sin previo aviso: 15 días, excepto precios de productos que puedan varían según cotización (como refrigerantes, cobre, soldadura, etc.).

Todas las reparaciones están garantizadas por tres meses, en las condiciones especificadas según Real Decreto 58/1988 ART 6.2 La garantía que otorgue el servicio de asistencia técnica al respecto tendrá un período de validez mínimo de tres meses.

- 1 [DVP06XA-S2] Módulo XA DVP06XA-S2
- 4 [MOD24] MOD24
DIURNA
€/hora - desplazamiento incluido
",,"Nº Ppto. Odoo: S/26/00007 - Sustitución Módulo 13A1 del PLC 90001 Moda Sur Outlet Mall CC Bahia Sur - MODA SUR, S.A.
Ref. Ppto. Odoo: S/26/00007
Comercial: PABLO HERRERA MOLINA
","- 1 [ES] ENCARGO DE SERVICIO
ENCARGO DE SERVICIOS
Nº PEDIDO: pte. solicitud
FECHA PEDIDO: 05/01/2026
CENTRO COMPRAS: SSGG ESPAÑA
CADENA: MODA SUR SA
TIENDA: 90001 Outlet Mall CC Bahia Sur
ID ARTICULO: 150205134


INCIDENCIA:
Durante visita preventiva se ha observado una serie de lecturas erróneas de sondas y cortes de comunicación de varios dispositivos.


DIAGNOSTICO:
Después de conversación con ECOMT nos indican que el modulo 13A1 del PLC esta defectuoso.


SOLUCION:
Sustitución modulo 13A1 dejando en servicio, junto a asistencia remota con ECOMT para dejar todo configurado.


NOTA IMPORTANTE:
El presente presupuesto se emite con carácter estimativo y no cerrado, quedando condicionado a la evolución y alcance real de los trabajos una vez iniciados. Cualquier ampliación de tiempo, medios o actuaciones necesarias no contempladas inicialmente será objeto de valoración adicional y se incorporará al presupuesto final.


*Validez de la oferta sujeta a modificación sin previo aviso: 15 días, excepto precios de productos que puedan varían según cotización (como refrigerantes, cobre, soldadura, etc.).

Todas las reparaciones están garantizadas por tres meses, en las condiciones especificadas según Real Decreto 58/1988 ART 6.2 La garantía que otorgue el servicio de asistencia técnica al respecto tendrá un período de validez mínimo de tres meses.

- 1 [DVP06XA-S2] Módulo XA DVP06XA-S2
- 4 [MOD24] MOD24
DIURNA
€/hora - desplazamiento incluido
",,NO,,NO,,04:00
